claim_id,claim,classification,label
330,Ventura County election officials are reducing voting locations in order to limit in-person voter turnout.,Refuted,Supported
331,"Australian politician, Daniel Andrews said “In fact, you’d be surprised at how much can be avoided if people stop insisting on their personal freedoms. Because insisting on human rights is not only selfish, it’s stupid.”",Refuted,Refuted
332,"Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography and 31,000 files have been found on his personal computers for child porn from ages 8 and as young as toddlers.",Refuted,Refuted
333,"Development Control Department of the Abuja Metropolitan Management Council (AMMC), an agency of the Federal Capital Territory Administration (FCTA)of Nigeria, in 2020 marked 37 Estates for demolition.",Refuted,Refuted
334,The US government has plans to force a COVID-19 vaccine on everyone.,Refuted,Refuted
335,"In India, actor Kangana Ranaut was forced to vote for the Shiv Sena in the elections as they were in alliance with the Bharatiya Janata Party (BJP).",Refuted,Refuted
336,A US voter can vote 4 times because he got 4 vote by mail forms.,Refuted,Refuted
337,Crime has increased in Minneapolis in 2020.,"<question>
How did crime rates in Minneapolis change in 2020?
<answer>
Crime rates in Minneapolis have increased in 2020.

label:",Supported
338,"A Democratic Vice Presidential nominee, Kamala Harris, said that there will be ""a federal tax on your home for slavery reparations.""",Refuted,Refuted
339,Actor Mukesh Khanna has called for a boycott of Jaya and Amitabh Bachchan.,Refuted,Refuted
340,"A 6 year old boy begged God to save his mother's life after she was ambushed. Today the NFL honored the organization that yelled ""hope they die"" outside the mothers hospital.",Refuted,Refuted
341,Muslim regiment of the Indian Army had refused to fight in India’s 1965 war with Pakistan.,Refuted,Refuted
342,Fact Check: AARP Did NOT Spend 'Millions In TV Ads Targeting Republican Candidates' -- Nonprofit AARP Is Prohibited From Involvement In Any Political Campaigns,Supported,Supported
343,McDonald’s take down American flags at their fast-food restaurants in support of Black Lives Matter and antifa (an umbrella term for far-left anti-fascism groups).,Refuted,Refuted
344,A Rafale Aircraft crashed during training and two pilots are dead.,Refuted,Refuted
345,"The Indian UPSC examination is discriminatory in favour of Muslim candidates.(Sudarshan News Editor-in-Chief, Suresh Chavhanke, 11 September, 2020, UPSC Jihad Par Ab Tak Ka Sabse Bada Khulasa (The Biggest Expose of All Time on UPSC Jihad)",Refuted,Refuted
346,"US state of Georgia has “almost 100,000 more COVID-19 cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina, US.",Refuted,Supported
347,"Tourism, lockdown key to deep New Zealand recession.","<question>
What was the impact of lockdown on the New Zealand economy
<answer>
The initial impact was felt primarily in China but has quickly spread to most countries and regions in the world and is widely recognised as a shock greater than the worlds major economies have announced to various degrees lockdowns to contain the virus economic activity has fallen precipitously the global shock is evident in financial markets equity prices have fallen...

label:",Supported
348,Wildfires do not Affect Mexico And Canada,Refuted,Refuted
349,Former FBI Director James Comey and former CIA Director John Brennan have been charged with multiple counts of treason.,Refuted,Refuted
350,The rate of abortions under Democratic presidential administrations has actually fallen more precipitously.,"<question>
How many abortions are there per 1000 women?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many abortions were there under the democrats?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many abortions were there under the republicans?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many abortions were there under the democrats?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many",Conflicting Evidence/Cherrypicking
351,"Donald Trump tweeted that he was donating $500,000 each toward the expenses of the two Los Angeles County sheriff's deputies who were shot and critically injured on September 12, 2020.",Refuted,Refuted
352,Iran has stockpiled 10 times as much enriched uranium as it had in 2016.,Refuted,Supported
353,The UK public won’t be able to claim compensation if unlicensed vaccines damage our health.,"<claim>
The UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation.

<question>
Is the claim that the UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation supported?
<answer>
No

<question>
Is the claim that the UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation supported?
<answer>
No

<question>
Is the claim that the UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation supported?
<answer>
No",Conflicting Evidence/Cherrypicking
354,"unemployment rate in the state of Edo, Nigeria reduced from 25% to 19% during Godwin Obaseki's tenure.",Supported,Not Enough Evidence
355,"Ignat Shchetinin And Sammy Scott Piatt, charged with arson connected to Clackamas County, Oregon wildfires.",Refuted,Refuted
356,Nigerian Government had placed a ban on alcohol in sachet and polythene.,Supported,Refuted
357,Edo State in Nigeria has a 19% unemployment rate.,"<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in",Supported
358,Antifa is recruiting people to dress as President Trump supporters and police to riot on Election Day 2020 in the United States,Refuted,Refuted
359,"Netflix tweets that its content is ""mostly pedophilia-free"" in response to criticism over its streaming of ""Cuties""",Refuted,Refuted
360,"These unlicensed vaccines will be administered by non-medical staff, such as your employer in the UK.",Supported,Conflicting Evidence/Cherrypicking
361,"Joe Biden’s own chief of staff said that when Biden managed swine flu in 2009, they quote, “Did every possible thing wrong.”",Supported,Supported
362,Netflix CEO Reed Hastings was arrested by the FBI on child porn charges.,Supported,Refuted
363,Antifa Admit to Igniting Fires All Over The Country To Draw Attention To Climate Change,Refuted,Refuted
364,"Netflix CEO Reed Hastings was arrested by the FBI after being caught with 13,000 files of child pornography.",Refuted,Refuted
365,"The eligibility criteria for applying to take the exam for the Union Public Service Commission (UPSC) of India, differentiates depending on whether you are a Hindu or a Muslim.",Refuted,Refuted
366,Biden called law enforcement the enemy.,Refuted,Conflicting Evidence/Cherrypicking
367,Muslim candidates are allowed more attempts at the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam than others,Refuted,Refuted
368,Muslim candidates can qualify with lower marks than others in the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,Refuted,Refuted
369,CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke because they do not catch small particles,Supported,Supported
370,Government of India has imposed taxes on all school books,Supported,Conflicting Evidence/Cherrypicking
371,The upper age-limit for Muslim candidates for the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam is relaxed to be higher than that of other applicants,Refuted,Refuted
372,Greater number of Muslim aspirants are suddenly taking the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,Refuted,Refuted
373,"the Indian Government set up 5 coaching centres for UPSC exams, 4 of which were in Muslim universities.",Refuted,Refuted
374,Police: Political Activists Didn’t Cause Oregon’s Wildfires,Supported,Supported
375,"Nigeria was the third most terrorised in the world in 2020, after Afghanistan and Iraq.",Supported,Not Enough Evidence
376,Clinical trials of a vaccine against COVID-19 were paused,"<question>
When did the clinical trials of the Oxford COVID-19 vaccine pause?
<answer>
Clinical trials of the Oxford COVID-19 vaccine were paused in the United Kingdom on December 9, 2020, due to a serious adverse event.

<question>
What happened to the clinical trials of the Astrazeneca vaccine for COVID-19?
<answer>
The trials were paused on March 23, 2020, after one of the trials in Brazil experienced an unexplained illness in large trials illnesses will happen by chance but must be independently reviewed to check this carefully astrazeneca announcing a pause in its covid19 vaccine trial first theres nothing unusual about this development they happen routinely in clinical trials and arent unexpected when",Supported
377,Western Wildfires Are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down,"<claim>
Western Wildfires Are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down

<question>
What is the origin of the wildfires in the United States?
<answer>
The origin of the wildfires in the United States is not attributed to antifa or the Proud Boys. A combination of drought, historic heat, lightning storms, and heavy winds are thought to have contributed to more than 90 wildfires that have burned thousands of square miles across the West Coast.

<question>
Did Antifa have anything to do with the Wildfires in Oregon and Washington?
<answer>
No, officials douse rumors of far-right Proud Boys far-left Antifa setting fires in Oregon, Seattle, ap raging wildfires in the",Refuted
378,Kasab was fed biriyani.,Supported,Refuted
379,US Congress voted 49-46 to add the repeal of Section 230 — legislation which shields online platforms from liability for user-generated content — into the country’s annual defense bill in December 2020,Refuted,Refuted
380,"Democratic presidential nominee Joe Biden talk about how the Chevrolet Corvette is ""one of the best cars in the world"" while he was visiting a Ford plant.",Refuted,Refuted
381,Nita Ambani is to give Rs 200 crore for Kangana Ranaut’s new studio,Refuted,Refuted
382,US Democratic Vice Presidential nominee Kamala Harris tweeted that she ‘filed a complaint’ to remove a specific Instagram account.,Refuted,Refuted
383,Asha Ranaut tweeted ‘you havent crushed my daughter’s office but Bal Thackeray’s soul.,Refuted,Refuted
384,Brazil preserves its native forests better than any other country in the world,Supported,Refuted
385,"$400,000 ... is more money than I’ve ever made” in a year",Refuted,Refuted
386,The CDC has removed the “Covid-19 Pandemic” and replaced it with “Covid-19 Outbreak” on their website.,"<question>
Is the CDC still referring to the COVID-19 outbreak as a pandemic?
<answer>
The term ""pandemic"" is used to describe the widespread outbreak of disease across multiple countries or regions. In the case of COVID-19, it is not considered a pandemic.
<question>
When was the ""Covid-19 Pandemic"" label changed to ""Covid-19 Outbreak"" on the CDC website?
<answer>
The label was changed from ""Covid-19 Pandemic"" to ""Covid-19 Outbreak"" on the CDC website on June 15, 2020.
<question>
What is the CDC's official name for the coronavirus outbreak in the US?
<answer",Refuted
387,In England only 69.4% of COVID-19 contacts are now reached and asked to self-isolate.,Supported,Supported
388,"Rhea Chakrabortys father Indrajit Chakraborty said ‘I Should Die, No Father Can Bear Injustice On His Daughter’.",Refuted,Refuted
389,The cardinal and unforgivable sin of a French magazine Charlie Hebdo in insulting the holy face of the Prophet once again revealed the hatred and hostility of the political and cultural institutions of the Western world against Islam and the Muslim community.,Refuted,Conflicting Evidence/Cherrypicking
390,"The NFL, NBA and MLB have Tax-Exempt status.",Refuted,Refuted
391,"Schools have resumed in New Brunswick, Canada despite the COVID-19 pandemic",Supported,Supported
392,The sky has turned orange to blood red in several parts of the United States.,Supported,Supported
393,80 million ballots for the US November 3 2020 election will be mailed to US voters who didn’t request them.,Refuted,Refuted
394,"Under Trump's watch, auto assembly plants have been added at an unprecedented rate in Michigan, Ohio, North Carolina, South Carolina and possibly other states.",Supported,Not Enough Evidence
395,"PGA star Bubba Watson wrote a post that says, ""I see signs all over saying black lives matter. I’m just trying to figure out which black lives matter.”",Refuted,Refuted
396,Photo of three officers at the Indian Police Service who belong to the same family.,Supported,Refuted
397,Wearing a face mask can cause pleurisy.,Refuted,Refuted
398,The Indian government has launched an online health consultation scheme.,"<question>
What is the name of the online health consultation scheme launched by the Indian government?
<answer>
The National Telemedicine Programme
<question>
What is the name of the health insurance scheme launched by the Indian government?
<answer>
The government of India has launched the Pradhan Mantri Jan Arogya Yojana (PMJAY), a flagship scheme of the Government of India to achieve the vision of Universal Health Coverage (UHC) as enshrined in the National Health Policy 2017.

<question>
Is there a health insurance scheme in India?
<answer>
Yes

<question>
What is the name of the online health consultation scheme launched by the Indian government?
<answer>",Supported
399,The Daily Trust news report about a UK judge ruling on how Nigerian Vice President Yemi Osinbajo detected the Process and Industrious Development Limited (P&ID) fraud against Nigeria is fake news.,Supported,Refuted
400,Math Mistake Caused U.S. Leaders To Panic And Order COVID Lockdowns,Refuted,Refuted
401,Video of a man blowing vape smoke through various face masks shows that they do not help prevent the spread of coronavirus.,Refuted,Refuted
402,Spraying of Naira notes is an offence punishable by imprisonment in Nigeria.,Supported,Supported
403,53 Johannes Ramokhoase street Pretoria is a human trafficking hotspot.,Supported,Refuted
404,"Indian Railways has been completely privatized, and as a result, scores of people working in the Railways would lose their jobs.",Refuted,Conflicting Evidence/Cherrypicking
405,Tweet shows Maharashtra Navnirman Sena (MNS) president Raj Thackeray showing their support of Bollywood actress Kangana Ranaut.,Supported,Refuted
406,"Willie Obiano, the Governor of Anambra State in Nigeria, procured over 100 SUVs as gifts for Anambra state traditional monarchs.",Refuted,Supported
407,Donald Trump tweeted “THE NEXT 30 TO 60 DAYS WILL BE THE BIGGEST DRAINING OF THE SWAMP EVER”,Supported,Refuted
408,Mark Zuckerberg Banned Richard Jewells Defence from raising money on Facebook.,Refuted,Refuted
409,Taiwan Shot down a Chinese SU-35 Jet.,Refuted,Refuted
410,"Maharashtra Navnirman Sena (MNS) chief Raj Thackeray has come forward in support of Bollywood actress Kangana Ranaut and would welcome her back to Mumbai, India.",Supported,Refuted
411,Mark Zuckerberg and Facebook declared Richard Jewell to be a Mass Murderer in 1996,Refuted,Refuted
412,Taiwan claimed to have brought down a Chinese Air Force Su-35 that allegedly violated its airspace over Taiwan Strait.,Refuted,Refuted
413,"Over the past 40 years, the Uyghur population in Xinjiang, in China, grew from 5.55 million to 12 million.",Supported,Not Enough Evidence
414,"Between 2010 and 2018, the Uighur population had the region’s highest birthrate, at about 12 newborns per 1,000 people in Xinjiang, China.",Supported,Refuted
415,"Raj Thackeray tweeted ""On 9 September, Hindu lioness Kangana Ranaut will be given a grand welcome in Maharashtra’s capital, Mumbai.""",Supported,Refuted
416,"US President Donald Trump plans to cut social security, resulting in social security becoming permanently depleted by the middle of calendar year 2023.",Refuted,Refuted
417,"450,000 people attended the Sturgis Motorcycle Rally in South Dakota, and there were only 88 positive Covid-19 tests, so a .02% infection rate.",Supported,Refuted
418,People are trying to lower the legal age of consent to four years old in the U.S.,Refuted,Refuted
419,"The U.S. Centers for Disease Control and Prevention fraudulently add deaths from poisoning, trauma, and unintentional injury to their tally of COVID-19 deaths.",Refuted,Refuted
420,"Sturgis Motorcycle Rally resulted in no more positive Covid results than the rest of the state, South Dakota, average stating 88 positive tests to Sturgis Rally, 0.02% infection rate of attendees.",Refuted,Refuted
421,The CDC recommended wearing only certain beard styles to help prevent the spread of coronoavirus.,Refuted,Refuted
422,Viral message claims that all Haldiram’s food products were banned in USA,Refuted,Refuted
423,Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.,Supported,Conflicting Evidence/Cherrypicking
424,Voters in North Carolina can send their Mail-in vote and then go to the polling place to vote again to check that their mail-in vote has been counted.,Refuted,Refuted
425,Fox News is unavailable in Canada because the Radio Act makes it a crime to lie to the public via airwaves.,Refuted,Refuted
426,"""Jihadists"" attacked a Temple in West Bengal and charred the Hindu deity Kali",Refuted,Refuted
427,U.S. citizens should show up at polling places on Election Day and cast an in-person ballot if poll workers can’t confirm that their mail-in ballot was received.,Refuted,Conflicting Evidence/Cherrypicking
428,More cops have died from COVID this year than have been killed on patrol.,Refuted,Not Enough Evidence
429,A Pakistani website was hacked by an Indian cyber group to wish Pawan Kalyan a Happy Birthday.,Refuted,Supported
430,"US President Trump opened a complaint platform to report censorship on Facebook, Twitter and YouTube.",Refuted,Supported
431,"US President Trump issued an executive order for the White House to take over all electrical grids, which will include internet servers, broadcasting systems and electronic systems",Refuted,Refuted
432,"US President Trump canceled the Democrats’ HR6666 bill, known as the COVID-19 TRACE Act.",Refuted,Refuted
433,US President Trump canceled Bill Gates’ project known as ID2020,Supported,Refuted
434,US President Trump issued an executive order to reopen states in lockdown during COVID-19 pandemic; governors who refuse will be sued,Refuted,Refuted
435,Igbo people In Nigeria (Igbo people are found in southeastern Nigeria) are the richest people per capita in Africa.,Supported,Not Enough Evidence
436,The US military will check purity and distribute COVID-19 vaccines in US.,Refuted,Refuted
437,"A 21 year old can have sex with an 11-year-old, and not be listed on the sex registry as a sex offender",Refuted,Refuted
438,"In Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations.""",Refuted,Refuted
439,Economic damage caused by the pandemic shows United States GDP (gross domestic product) falling by 33 percent compared to India's 23.9 percent drop.,Refuted,Refuted
440,"In Belfast, the digital sector employs 26 per cent of the workforce.",Refuted,Refuted
441,Hooligans from the Muslim community were behind the desecration of Goddess Kali Idol in a Bengal Temple in West Bengal's Murshidabad district by burning it.,Refuted,Refuted
442,Bill Gates was involved in crafting the TRACE Act.,Refuted,Refuted
443,It's NOT a SECOND WAVE of COVID-19 coming soon. It's the NORMAL COLD / FLU SEASON,Refuted,Refuted
444,The World Health Organization (WHO) says there is no proof that face masks protect against Covid-19.,Refuted,Refuted
445,Masks lower immune systems.,Refuted,Refuted
446,"US President Trump made vaccines voluntary, not mandatory, in the US.",Supported,Refuted
447,A virus can easily pass through a mask.,Supported,Refuted
448,"Kyle Rittenhouse failed to appear at his court hearing in Lake County, Illinois, on 28th August 2020 and was given an extra month to comply.",Refuted,Conflicting Evidence/Cherrypicking
449,Some US mayors are fining people for going to church during the COVID-19 pandemic.,Refuted,Supported
450,US President Trump declared places of worship as essential services during COVID-19 pandemic.,Refuted,Supported
451,PEDOPHILIA is now LEGAL in CALIFORNIA,Refuted,Refuted
452,"Republican Maine Sen. Susan Collins said of President Donald Trump, “Yes, I said that I wouldn’t endorse him but that doesn’t mean I don’t fully support him.”",Refuted,Refuted
453,US President Trump instructed his administration to halt funding of the World Health Organization while a review was conducted to assess the World Health Organization’s role regarding the spread of coronavirus.,Refuted,Supported
454,Face masks cause hypoxia.,Refuted,Conflicting Evidence/Cherrypicking
455,US Cable news channel Fox News is unavailable in Canada due to media legislation.,Supported,Refuted
456,idol of goddess Kali was burnt in West bengals Murshidabad by the muslim community.,Supported,Refuted
457,The Radio Act in Canada makes it a crime to lie to the public via airwaves.,Refuted,Conflicting Evidence/Cherrypicking
458,The South African Police Service kills three times more people per capita than the United States police force,Supported,Not Enough Evidence
459,"In 2018, South African police service officers were accused of 217 cases of torture and 3,661 cases of assault.",Supported,Supported
460,"Since 2002, South Africa’s police force has grown by 50%.",Supported,Refuted
461,All India Institute of Medical Sciences Nursing Officer Recruitment Common Eligibility Test 2020 was postponed.,Refuted,Supported
462,US cable news channel Fox News is not available in Canada due to media legislation in the country.,Refuted,Refuted
463,"558 people were killed by the police in 2018, while 201 people died in police custody",Refuted,Supported
464,The number of North American bison has been reduced to only twenty-seven individuals due to colonizers.,Refuted,Refuted
465,Jacob Blake raped a 14 year old teenage girl.,Refuted,Refuted
466,Amber Alert Issued For License Plate Q72B381,"<question>
What is an Amber Alert?
<answer>
An Amber Alert is a public warning system that is used to quickly disseminate information about an abduction of a missing child. The alert is issued by law enforcement agencies and is usually issued in conjunction with the National Center for Missing and Exploited Children (NCMEC). The alert is named after Amber Hagerman, a 9-year-old girl who was abducted in Texas in 1996.

<question>
Is the Amber Alert system able to send alerts via license plate readers?
<answer>
Yes

<question>
What is an Amber Alert?
<answer>
An Amber Alert is a high-priority alert issued by law enforcement agencies to quickly disseminate information about",Refuted
467,"Suresh Raina, the Chennai Super Kings (CSK) cricketer, has withdrawn from the upcoming 2020 edition of the IPL after testing positive for COVID-19.",Refuted,Refuted
468,"Even with a voter ID card, you won’t be allowed to vote in Ghana on December 7 if your name is not found in the Register. So, people should take advantage of the exhibition exercise to verify their names.",Refuted,Supported
469,"A crowdfunding campaign on the Christian site GiveSendGo solicited donations to help Kyle Rittenhouse, a 17-year-old accused of killing two people at a protest in Kenosha, Wisconsin.",Refuted,Supported
470,Islamic study is a subject in UPSC exam,Supported,Refuted
471,The Trump RNC Acceptance Speech Was The First Time The White House Was Used For 'Purely Political Campaign Event',Supported,Refuted
472,"Donald trump said ""We have already built 300 miles of border wall.""",Supported,Refuted
473,"Donald Trump says Biden ""is even talking about taking the wall down.""",Refuted,Refuted
474,"George Floyd died of drug overdose, not US police brutality",Supported,Refuted
475,"Donald Trump said: Biden ""has pledged a $4 trillion tax hike on almost all American families.""",Supported,Refuted
476,"Biden has promised to abolish the production of American oil, coal, shale, and natural gas.",Refuted,Refuted
477,"Joe Biden had not condemned the violence and looting during protests in Kenosha, Wisconsin by 27th August 2020",Supported,Refuted
478,Duterte has signed order to open nuclear power plant.,Refuted,Refuted
479,"Donald Trump said ""When the anarchists started ripping down our statues and monuments, right outside, I signed an order immediately, 10 years in prison.""",Supported,Conflicting Evidence/Cherrypicking
480,"Donald Trump said: ""Biden also vowed to oppose school choice and close down charter schools, ripping away the ladder of opportunity for Black and Hispanic children.""",Refuted,Conflicting Evidence/Cherrypicking
481,"Donald Trump said: ""When asked if he supports cutting police funding, Joe Biden replied, ‘Yes, absolutely.’""",Refuted,Refuted
482,"Donald trump said: ""Joe Biden recently raised his hand on the debate stage and promised he was going to give it away, your health care dollars to illegal immigrants, which is going to bring massive number of immigrants into our country.""",Refuted,Conflicting Evidence/Cherrypicking
483,"Donald Trump said ""We have spent nearly $2.5 trillion on completely rebuilding our military, which was very badly depleted when I took office.""",Supported,Not Enough Evidence
484,The Edo State government of Nigeria receives 600 million naira monthly as a security vote.,Refuted,Refuted
485,"Donald Trump said ""Last month, I took on Big Pharma. You think that is easy? I signed orders that would massively lower the cost of your prescription drugs.""",Refuted,Supported
486,President Trump marshalled the full resources of our federal government to deal with the coronavirus from the outset. He directed the US to forge a seamless partnership with governors across America in both political parties.,Supported,Refuted
487,"Kyle Rittenhouse, shooter in the Kenosha shootings, was a white supremacist.",Refuted,Refuted
488,Mobs torched our cities while popular members of Congress promote the same socialism my father fought against in World War II.,Supported,Refuted
489,Kenosha police allowed Kyle Rittenhouse to walk away after he killed two protesters and injured a third with an AR-15-style rifle.,Supported,Supported
490,EU Trade Commissioner resigned after being accused of violating COVID-19 health rules in Ireland,Refuted,Supported
491,Joe Biden wants to end school choice.,Supported,Refuted
492,"Where President Donald Trump achieved energy independence for the United States, Joe Biden would abolish fossil fuels and end fracking.",Refuted,Refuted
493,"Before the first case of the coronavirus spread within the United States, the president Donald Trump took unprecedented action and suspended all travel from China.",Supported,Refuted
494,The Obama-Biden administration secretly launched a surveillance operation on the Trump campaign.,Supported,Refuted
495,"This Democratic Party of Joe Biden is pushing the so-called Green New Deal. If given power, they would essentially ban animal agriculture and eliminate gas-powered cars.",Refuted,Refuted
496,"Joe Biden is for open borders, sanctuary cities, free lawyers and health care for illegal immigrants.",Refuted,Conflicting Evidence/Cherrypicking
497,Nancy Pelosi says that China would prefer Joe Biden.,Refuted,Supported
498,"As we speak the US are developing a growing number of treatments, including convalescent plasma, that are saving lives all across the country.",Refuted,Not Enough Evidence
499,The first night of the US Republican National Convention had 128.4 million viewers,Supported,Refuted
